TATAMOTORS,TATAMOTORS
TATASTEEL,TATASTEEL
HINDALCO,HINDALCO
NTPC,NTPC
BHARTIARTL,BHARTIARTL
ONGC,ONGC
PNB,PNB
RCOM,RCOM
RELCAPITAL,RELCAPITAL
RELINFRA,RELINFRA
NMDC,NMDC
TITAN,TITAN
FEDERALBNK,FEDERALBNK
ADANIPORTS,ADANIPORTS
JINDALSTEL,JINDALSTEL
RPOWER,RPOWER
HINDZINC,HINDZINC

